ID,TARGET
0,0.0
1,0.0188915942690073
2,0.0
3,0.0466503098685149
4,0.0146796961598738
5,0.0
6,0.0
7,0.4837611317178476
8,0.0199100495519815
9,0.0
10,0.3031962727122128
11,0.0
12,1.265948895885326
13,0.0044457782059907
14,0.0795129585961831
15,0.0440764195712972
16,0.0
17,0.0192547347396612
18,0.0
19,0.0463172579329693
20,0.0685698832094203
21,0.3198685178389142
22,0.0
23,0.0
24,0.0103623443607361
25,0.1267954907681344
26,0.2056271514219737
27,0.0
28,0.0788772102606572
29,0.1065408653569622
30,0.0
31,0.1616401765495538
32,0.0364044253437896
33,4.171029722142127
34,0.550532199593545
35,0.0691819476638116
36,0.0
37,0.3017595588257506
38,0.0150172437715809
39,0.6106716612412127
40,0.0
41,0.0
42,0.0
43,0.0337020820471603
44,1.3676870399268457
45,0.9888050795110576
46,0.027623657224467
47,0.4147816897690699
48,0.0427177901478899
49,0.1929255670104055
50,0.0440039186069043
51,0.0
52,0.0
53,0.01355140575
54,0.0624412772158393
55,0.0
56,0.0147519768725032
57,0.0606961958328611
58,0.1139815975493547
59,0.1369577800889197
60,0.1949084867096398
61,0.2255353704547829
62,4.752364946632918
63,0.0202918992762306
64,0.0001271557080144
65,0.0
66,0.6049481081630359
67,0.0718301606366599
68,0.197518383538287
69,0.0
70,0.0
71,2.507359296240032
72,0.0
73,0.226734357760202
74,0.634535961195751
75,0.0299962531529942
76,0.0
77,1.3880126338890475
78,0.2762298789970078
79,0.0498815422565712
80,0.0
81,0.0
82,0.0
83,0.0
84,0.1542406043888604
85,1.2207277196315252
86,0.0868969525342384
87,0.0
88,0.0020000000949949
89,0.119410324969067
90,0.0
91,0.0368180407398242
92,0.0560796764727129
93,0.0
94,0.0
95,3.505868898623132
96,0.0
97,0.0
98,0.0
99,0.078279366629431
100,0.0524966863158624
101,0.0449278535234043
102,0.0199406016545253
103,0.402016165477281
104,2.644333424523211
105,0.0993947659689678
106,0.0097421261598356
107,0.0019488139078021
108,1.2448903758003027
109,0.1657256276275802
110,0.0
111,0.1960774540009037
112,0.0169376542196459
113,0.0034152533080487
114,0.1623089752197265
115,0.0864954640201176
116,0.4210780625895411
117,0.1721400833129883
118,0.013030996469638
119,0.021274694038766
120,1.1214138649118095
121,0.0
122,0.3102952929969173
123,0.0
124,1.064045487298921
125,0.0070270536798489
126,9.15712686657207
127,0.297422776940481
128,0.2129675598357098
129,0.3639059390401106
130,0.5127362891266642
131,1.4436939811202427
132,0.0136162182316184
133,0.1951544988551177
134,0.0
135,0.0
136,0.0
137,2.2418385347939136
138,0.9327929692667852
139,0.4361133795241199
140,0.0
141,0.302312982850708
142,0.0
143,0.2066173686472794
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0483445718859
149,0.2157934981167353
150,0.0447134126334276
151,0.1281843168290492
152,0.8388513158931566
153,0.101856563081345
154,0.0
155,0.0
156,0.0050686049218597
157,0.0015415345278597
158,0.0
159,0.0
160,0.0185031333257169
161,0.0804859583898007
162,0.0
163,1.5871057811600622
164,0.0456655447320599
165,0.556340478380904
166,0.2684463204624307
167,0.0318927733153104
168,0.0428452771157026
169,0.3861114824198921
170,0.0
171,0.0090815963061407
172,3.2901817274871377
173,0.0
174,0.1438544419899609
175,0.0
176,0.0
177,0.0096
178,0.2892402344823494
179,0.0733716654685849
180,0.01241273433439
181,0.0090894707805091
182,0.066236240728756
183,0.0
184,1.1219492530217394
185,0.0306716561535722
186,0.0
187,0.0
188,0.0325753875083313
189,0.0
190,1.4319901954508414
191,0.1292377515267304
192,0.0
193,0.0121999999999999
194,0.7981414661675856
195,0.0
196,2.5554194870128413
197,0.1706067531094482
198,0.0080000003799796
199,0.0
200,0.0640979720883178
201,0.1046609330478531
202,0.0301619301317259
203,0.0
204,0.0
205,0.8191101066477131
206,0.0090840187269629
207,0.181899499275514
208,0.0120541362636146
209,0.2126360447256142
210,0.0
211,0.7766569464785121
212,0.0088333394014625
213,0.1665700113149313
214,0.0263547154080525
215,0.2062294467177707
216,0.0
217,0.0
218,1.8834459476493064
219,0.0
220,0.0591180387597252
221,2.433212710251155
222,2.947569114476209
223,1.6992348275815958
224,0.004780791234225
225,0.0
226,0.2175369930239412
227,5.201808789934148e-06
228,0.0934603576660156
229,0.0136036861222237
230,0.0068231602199375
231,0.0677944738417863
232,0.0
233,0.0016055278247222
234,0.0
235,0.0
236,0.0463809471130371
237,0.0
